8|29.49|-2.11|113.57|87.99|-0.43|123.78
4|-3.32|-30.99|84.94|10|-29.02|94.7
3|-3.17|-30.78|11.35|32.79|-23.09|-37.3
1|32.12|-6.14|0.260000000000005|33.1|46.43|-66.53
9|-129.51|-68.38|129.19|-129.34|-66.61|130.43
2|46.54|0.69|88.22|112.62|69.26|88.48
10|-2.64|-1.15|-67.55|0|0|0
6|83.36|35.88|113.04|-119.96|8.07|-81.46
5|-4.11|-5.36|-10.85|-20.57|17.25|252.73
7|-112.44|-67.48|137.57|144.35|-82.06|261
